"","ID","Long","Lat","Year","Month","Origin","Surface","Species","Abundance","Density","bathymetry","substrat","chl_mean","nppv_mean","o2_mean","o2_cv","o2_perc_25","temp_mean","temp_cv","temp_perc_90","sali_mean","sali_cv","sali_tresh_10","sali_perc_90","wave_mean"
"3","1993_1_889_26",-2.658,47.4595,1993,9,"NURSE",0.005277,"Solea solea",0,0,-9.26594257354736,"6",10.2070541381836,98.5897064208984,111.67113494873,5.54443550109863,107.706871032715,15.9493093490601,9.39767169952393,17.9794044494629,32.7378997802734,5.28708457946777,0,34.7983741760254,"3"
"4","1993_1_886_23",-2.6255,47.4805,1993,9,"NURSE",0.005592,"Solea solea",0,0,-8.4555549621582,"6",10.40549659729,77.8119277954102,111.133460998535,5.64739465713501,107.114814758301,16.3252792358398,9.19299602508545,18.1636714935303,31.5520820617676,5.25600385665894,0,33.6187744140625,"3"
"5","1993_1_885_22",-2.6188,47.4753,1993,9,"NURSE",0.005898,"Solea solea",2,3.39097999321804,-7.52666616439819,"6",10.6039390563965,57.0341529846191,110.59578704834,5.75035381317139,106.522758483887,16.7012500762939,8.98832035064697,18.347936630249,30.3662643432617,5.2249231338501,0,32.4391746520996,"3"
"6","1993_1_867_4",-2.5757,47.4838,1993,9,"NURSE",0.006051,"Solea solea",2,3.30523880350355,-6.54333305358887,"6",10.7031574249268,46.6454925537109,110.326950073242,5.80183219909668,106.226737976074,16.8892307281494,8.88598537445068,18.4400691986084,29.7733669281006,5.20938301086426,0,31.8493881225586,"2"
"10","1993_1_891_28",-2.6637,47.4317,1993,9,"NURSE",0.005556,"Solea solea",0,0,-12.9799995422363,"6",10.2070541381836,98.5897064208984,111.67113494873,5.54443550109863,107.706871032715,15.9493093490601,9.39767169952393,17.9794044494629,32.7378997802734,5.28708457946777,0,34.7983741760254,"3"
"11","1993_1_890_27",-2.6498,47.4428,1993,9,"NURSE",0.005298,"Solea solea",0,0,-12.1322221755981,"6",10.40549659729,77.8119277954102,111.133460998535,5.64739465713501,107.114814758301,16.3252792358398,9.19299602508545,18.1636714935303,31.5520820617676,5.25600385665894,0,33.6187744140625,"3"
"12","1993_1_869_6",-2.62,47.4498,1993,9,"NURSE",0.005643,"Solea solea",0,0,-10.2781944274902,"6",10.6039390563965,57.0341529846191,110.59578704834,5.75035381317139,106.522758483887,16.7012500762939,8.98832035064697,18.347936630249,30.3662643432617,5.2249231338501,0,32.4391746520996,"3"
"13","1993_1_914_51",-2.5875,47.4543,1993,9,"NURSE",0.005454,"Solea solea",0,0,-8.14999961853027,"2",10.8023767471313,36.2568321228027,110.058120727539,5.85331058502197,105.930717468262,17.0772113800049,8.78364944458008,18.5321998596191,29.1804714202881,5.19384288787842,0,31.2596015930176,"3"
"14","1993_1_882_19",-2.561,47.4493,1993,9,"NURSE",0.005769,"Solea solea",2,3.46680533888022,-6.98777770996094,"2",10.8023767471313,36.2568321228027,110.058120727539,5.85331058502197,105.930717468262,17.0772113800049,8.78364944458008,18.5321998596191,29.1804714202881,5.19384288787842,0,31.2596015930176,"2"
"16","1993_1_871_8",-2.6548,47.4197,1993,9,"NURSE",0.005745,"Solea solea",0,0,-15.710000038147,"6",10.2070541381836,98.5897064208984,111.67113494873,5.54443550109863,107.706871032715,15.9493093490601,9.39767169952393,17.9794044494629,32.7378997802734,5.28708457946777,0,34.7983741760254,"3"
"17","1993_1_870_7",-2.6423,47.4285,1993,9,"NURSE",0.005217,"Solea solea",0,0,-14.3600006103516,"6",10.40549659729,77.8119277954102,111.133460998535,5.64739465713501,107.114814758301,16.3252792358398,9.19299602508545,18.1636714935303,31.5520820617676,5.25600385665894,0,33.6187744140625,"3"
"18","1993_1_903_40",-2.5692,47.4132,1993,9,"NURSE",0.00597,"Solea solea",0,0,-8.61999988555908,"2",10.6347684860229,41.0866279602051,110.309135437012,5.82670116424561,106.174224853516,16.8864269256592,8.87217330932617,18.3707637786865,29.6188850402832,5.07001924514771,0,31.6261100769043,"3"
"19","1993_1_910_47",-2.5295,47.4145,1993,9,"NURSE",0.005871,"Solea solea",0,0,-6.42077016830444,"2",10.4671630859375,45.916316986084,110.560150146484,5.8000922203064,106.41771697998,16.6956462860107,8.96069431304932,18.2093296051025,30.0572891235352,4.9461989402771,0,31.9926109313965,"2"
"20","1993_1_873_10",-2.6535,47.3998,1993,9,"NURSE",0.00561,"Solea solea",0,0,-18.4233341217041,"6",9.48934268951416,111.921195983887,111.204460144043,5.4242525100708,107.384353637695,15.5036811828613,9.57895755767822,17.5002727508545,33.3066482543945,4.4036021232605,0,34.9824447631836,"3"
"21","1993_1_874_11",-2.6477,47.3832,1993,9,"NURSE",0.006054,"Solea solea",0,0,-16.8766670227051,"6",9.81528663635254,89.9193725585938,110.989685058594,5.54953384399414,107.062141418457,15.9010066986084,9.37286758422852,17.7366275787354,32.223518371582,4.58446979522705,0,33.9858245849609,"3"
"6710","1993_1_876_13",-2.5365,47.5055,1993,9,"NURSE",0.005934,"Solea solea",46,77.5193798449612,-1.60902774333954,"6",10.7031574249268,46.6454925537109,110.326950073242,5.80183219909668,106.226737976074,16.8892307281494,8.88598537445068,18.4400691986084,29.7733669281006,5.20938301086426,0,31.8493881225586,"2"
"6890","1993_1_878_15",-2.5035,47.5127,1993,9,"NURSE",0.005226,"Solea solea",41,78.4538844240337,-1.18898808956146,"3",10.8023767471313,36.2568321228027,110.058120727539,5.85331058502197,105.930717468262,17.0772113800049,8.78364944458008,18.5321998596191,29.1804714202881,5.19384288787842,0,31.2596015930176,"2"
"6890.1","1993_1_883_20",-2.558,47.4612,1993,9,"NURSE",0.005391,"Solea solea",3,5.56483027267668,-5.0377779006958,"6",10.8023767471313,36.2568321228027,110.058120727539,5.85331058502197,105.930717468262,17.0772113800049,8.78364944458008,18.5321998596191,29.1804714202881,5.19384288787842,0,31.2596015930176,"2"
"6890.2","1993_1_896_33",-2.5333,47.477,1993,9,"NURSE",0.00567,"Solea solea",0,0,-3.55039668083191,"6",10.8023767471313,36.2568321228027,110.058120727539,5.85331058502197,105.930717468262,17.0772113800049,8.78364944458008,18.5321998596191,29.1804714202881,5.19384288787842,0,31.2596015930176,"2"
"6890.3","1993_1_879_16",-2.51,47.4743,1993,9,"NURSE",0.005754,"Solea solea",0,0,-2.63809514045715,"4",10.8023767471313,36.2568321228027,110.058120727539,5.85331058502197,105.930717468262,17.0772113800049,8.78364944458008,18.5321998596191,29.1804714202881,5.19384288787842,0,31.2596015930176,"2"
"7070","1993_1_906_43",-2.5287,47.4397,1993,9,"NURSE",0.005004,"Solea solea",0,0,-5.70816802978516,"2",10.4671630859375,45.916316986084,110.560150146484,5.8000922203064,106.41771697998,16.6956462860107,8.96069431304932,18.2093296051025,30.0572891235352,4.9461989402771,0,31.9926109313965,"2"
"33","1996_1_948_34",-2.6402,47.4783,1996,9,"NURSE",0.006,"Solea solea",3,5,-8.4555549621582,"6",9.322096824646,72.530876159668,109.764961242676,6.83536005020142,105.047393798828,15.5897874832153,13.7874746322632,18.6074066162109,31.611888885498,4.17755508422852,0,33.020450592041,"3"
"410","1996_1_924_10",-2.5707,47.465,1996,9,"NURSE",0.00528,"Solea solea",4,7.57575757575758,-6.54333305358887,"6",9.47556591033936,66.8724517822266,108.840682983398,6.81841897964478,104.350646972656,16.21413230896,13.7573480606079,19.0454044342041,30.1327781677246,5.09825277328491,0,31.7131576538086,"2"
