"","ID","Long","Lat","Year","Month","Origin","Surface","Species","Abundance","Density","bathymetry","substrat","chl_mean","nppv_mean","o2_mean","o2_cv","o2_perc_25","temp_mean","temp_cv","temp_perc_90","sali_mean","sali_cv","sali_tresh_10","sali_perc_90","wave_mean"
"8","1996_1_947_33",-2.6755,47.4542,1996,9,"NURSE",0.005679,"Solea solea",1,1.76087339320303,-12.9799995422363,"6",9.21978282928467,76.3031921386719,110.381141662598,6.84665393829346,105.511901855469,15.1735544204712,13.807559967041,18.3154067993164,32.5979690551758,3.56375217437744,0,33.8919830322266,"3"
"9","1996_1_921_7",-2.6167,47.4345,1996,9,"NURSE",0.004815,"Solea solea",2,4.15368639667705,-10.2781944274902,"6",9.42440986633301,68.7585678100586,109.148773193359,6.82406616210938,104.582893371582,16.0060214996338,13.7673902511597,18.8994064331055,30.6258068084717,4.79135799407959,0,32.1489143371582,"3"
"101","1996_1_932_18",-2.5698,47.447,1996,9,"NURSE",0.005151,"Solea solea",1,1.941370607649,-8.14999961853027,"2",9.52672100067139,64.9863357543945,108.532600402832,6.81277227401733,104.11840057373,16.4222450256348,13.7473058700562,19.1914005279541,29.6397476196289,5.40514755249023,0,31.277400970459,"3"
"111","1996_1_916_2",-2.5627,47.4352,1996,9,"NURSE",0.005079,"Solea solea",7,13.782240598543,-6.98777770996094,"2",9.52672100067139,64.9863357543945,108.532600402832,6.81277227401733,104.11840057373,16.4222450256348,13.7473058700562,19.1914005279541,29.6397476196289,5.40514755249023,0,31.277400970459,"2"
"131","1996_1_945_31",-2.6492,47.4038,1996,9,"NURSE",0.00501,"Solea solea",2,3.99201596806387,-14.3600006103516,"6",9.322096824646,72.530876159668,109.764961242676,6.83536005020142,105.047393798828,15.5897874832153,13.7874746322632,18.6074066162109,31.611888885498,4.17755508422852,0,33.020450592041,"3"
"141","1996_1_915_1",-2.5663,47.417,1996,9,"NURSE",0.005439,"Solea solea",0,0,-8.61999988555908,"2",9.4217643737793,65.5314331054688,108.820541381836,6.84321641921997,104.28239440918,16.2223777770996,13.447473526001,18.9328289031982,30.0526180267334,5.16030073165894,0,31.6368103027344,"3"
"15","1996_1_949_35",-2.6473,47.3942,1996,9,"NURSE",0.005484,"Solea solea",1,1.82348650619985,-16.8766670227051,"6",8.89062404632568,78.553596496582,109.709289550781,6.79617118835449,104.86360168457,15.1537961959839,12.6714496612549,17.8648090362549,32.1984825134277,3.70962762832642,0,33.4579200744629,"3"
"161","1996_1_951_37",-2.6647,47.3677,1996,9,"NURSE",0.005796,"Solea solea",0,0,-22.1533336639404,"6",8.1352710723877,93.2812271118164,109.638275146484,6.66820001602173,104.632530212402,14.265305519104,11.0591287612915,16.6047458648682,33.5320281982422,2.64965295791626,0,34.4855880737305,"3"
"171","1996_1_950_36",-2.6353,47.3652,1996,9,"NURSE",0.005316,"Solea solea",2,3.76222723852521,-20.5822219848633,"6",8.45915031433105,84.5763092041016,109.653625488281,6.75698232650757,104.679809570312,14.7178058624268,11.5554237365723,17.1222114562988,32.7850799560547,3.24169993400574,0,33.8953895568848,"3"
"181","1996_1_952_38",-2.6833,47.342,1996,9,"NURSE",0.00528,"Solea solea",0,0,-27.9599990844727,"2",7.24214744567871,111.141868591309,109.202346801758,6.59602928161621,104.044555664062,13.6971349716187,9.43580532073975,15.5527381896973,34.0599975585938,2.14238905906677,0,34.8293342590332,"3"
"191","1996_4_3535_42",-1.3688,46.3232,1996,9,"NURSE",0.005988,"Solea solea",0,0,-1.86374998092651,"4",3.29255342483521,121.657913208008,105.221473693848,1.56438815593719,103.795486450195,18.8529815673828,13.2016916275024,21.4874744415283,32.5343780517578,1.83132421970367,0,33.3867492675781,"3"
"201","1996_4_3519_26",-1.5333,46.2935,1996,9,"NURSE",0.00459,"Solea solea",0,0,-22.8133335113525,"6",3.64855217933655,123.835273742676,105.293060302734,1.5714408159256,103.785369873047,18.0913314819336,12.4710865020752,20.432409286499,33.0280532836914,2.15172600746155,0,33.9222640991211,"3"
"211","1996_4_3538_45",-1.3967,46.2988,1996,9,"NURSE",0.00882,"Solea solea",0,0,-6.66666650772095,"4",3.52983069419861,135.281219482422,105.640266418457,1.61215722560883,104.208152770996,18.9412441253662,13.5897150039673,21.6368656158447,32.2937698364258,1.98616707324982,0,33.1907386779785,"3"
"22","1996_4_3536_43",-1.3618,46.312,1996,9,"NURSE",0.006678,"Solea solea",0,0,-5.2122220993042,"4",3.31174325942993,127.4970703125,105.29573059082,1.55325734615326,103.923812866211,18.9156017303467,13.413613319397,21.5973320007324,32.5228424072266,1.89611160755157,0,33.4234733581543,"3"
"23","1996_4_3520_27",-1.4857,46.2808,1996,9,"NURSE",0.006099,"Solea solea",0,0,-27.4571762084961,"6",3.69140315055847,133.464599609375,105.603294372559,1.63881659507751,104.046775817871,18.5456771850586,13.1167039871216,21.0700073242188,32.580207824707,2.12457990646362,0,33.4817276000977,"3"
"24","1996_4_3522_29",-1.4502,46.2647,1996,9,"NURSE",0.005814,"Solea solea",1,1.71998624011008,-20.3533325195312,"6",3.71966361999512,138.26513671875,105.794059753418,1.65493774414062,104.269645690918,18.7562847137451,13.4412670135498,21.3732089996338,32.3224449157715,2.10040211677551,0,33.2198600769043,"3"
"25","1996_4_3542_49",-1.3747,46.2658,1996,9,"NURSE",0.006267,"Solea solea",2,3.19131961065901,-8.73888874053955,"4",3.31174325942993,127.4970703125,105.29573059082,1.55325734615326,103.923812866211,18.9156017303467,13.413613319397,21.5973320007324,32.5228424072266,1.89611160755157,0,33.4234733581543,"3"
"26","1996_4_3523_30",-1.4168,46.253,1996,9,"NURSE",0.005766,"Solea solea",0,0,-14.1900005340576,"6",3.74791812896729,143.065383911133,105.984809875488,1.67105710506439,104.492500305176,18.9668865203857,13.7658166885376,21.676399230957,32.0646934509277,2.07622265815735,0,32.9580039978027,"3"
"27","1996_4_3524_31",-1.3807,46.2487,1996,9,"NURSE",0.006225,"Solea solea",0,0,-14.7547225952148,"6",3.52983069419861,135.281219482422,105.640266418457,1.61215722560883,104.208152770996,18.9412441253662,13.5897150039673,21.6368656158447,32.2937698364258,1.98616707324982,0,33.1907386779785,"3"
"28","1996_4_3525_32",-1.3587,46.2537,1996,9,"NURSE",0.005916,"Solea solea",0,0,-12.1566667556763,"6",3.31174325942993,127.4970703125,105.29573059082,1.55325734615326,103.923812866211,18.9156017303467,13.413613319397,21.5973320007324,32.5228424072266,1.89611160755157,0,33.4234733581543,"2"
"29","1996_4_3526_33",-1.3325,46.258,1996,9,"NURSE",0.006228,"Solea solea",3,4.81695568400771,-9.46000003814697,"3",3.09366130828857,119.713119506836,104.951194763184,1.49435973167419,103.639472961426,18.8899631500244,13.2375202178955,21.5578060150146,32.7519073486328,1.80605673789978,0,33.656192779541,"2"
"30","1996_4_3527_34",-1.3053,46.2617,1996,9,"NURSE",0.006102,"Solea solea",2,3.27761389708292,-7.07999992370605,"6",3.10410761833191,120.141174316406,105.068435668945,1.52761077880859,103.720008850098,19.0618858337402,13.4022579193115,21.7864055633545,32.5197219848633,1.73859000205994,0,33.3875923156738,"2"
"31","1996_4_3515_22",-1.2453,46.2492,1996,9,"NURSE",0.005208,"Solea solea",14,26.8817204301075,-2.71000003814697,"6",3.125,120.997268676758,105.302917480469,1.59411203861237,103.881072998047,19.4057235717773,13.7317276000977,22.2436008453369,32.0553588867188,1.60365831851959,0,32.850399017334,"2"
"32","1996_4_3516_23",-1.2128,46.2513,1996,9,"NURSE",0.005397,"Solea solea",8,14.8230498425051,-1.62472224235535,"6",3.125,120.997268676758,105.302917480469,1.59411203861237,103.881072998047,19.4057235717773,13.7317276000977,22.2436008453369,32.0553588867188,1.60365831851959,0,32.850399017334,"1"
"34","1996_4_3528_35",-1.2787,46.2187,1996,9,"NURSE",0.005577,"Solea solea",0,0,-4.44888877868652,"5",3.24864172935486,128.739944458008,105.211822509766,1.56200921535492,103.813545227051,19.1280155181885,13.3649997711182,21.8573150634766,32.4618377685547,1.76445460319519,0,33.325927734375,"2"
"35","1996_4_3514_21",-1.257,46.2268,1996,9,"NURSE",0.005244,"Solea solea",17,32.418001525553,-2.88666653633118,"6",3.32613015174866,133.253234863281,105.342132568359,1.59583306312561,103.900581359863,19.2470378875732,13.4287376403809,22.0070667266846,32.3168067932129,1.74365413188934,0,33.1608009338379,"1"
"36","1996_4_3529_36",-1.2333,46.211,1996,9,"NURSE",0.005904,"Solea solea",1,1.69376693766938,-1.98000001907349,"6",3.35965156555176,135.2958984375,105.348663330078,1.59611999988556,103.903831481934,19.220588684082,13.3782396316528,21.967643737793,32.3603820800781,1.76698660850525,0,33.2125358581543,"1"
"37","1996_5_3544_10",-1.2892,46.0731,1996,9,"NURSE",0.004122,"Solea solea",0,0,-24.3600006103516,"4",3.8342456817627,118.515670776367,104.632743835449,1.24245083332062,103.605934143066,17.9628200531006,11.4498167037964,20.2108058929443,33.1622352600098,2.59519791603088,0,34.1668663024902,"3"
"38","1996_6_3576_73",-1.2327,46.082,1996,9,"NURSE",0.005613,"Solea solea",8,14.2526278282558,-11.9866666793823,"6",4.03401041030884,143.127014160156,105.479148864746,1.47775590419769,104.213256835938,18.4596576690674,11.9628772735596,20.8170757293701,33.0303192138672,2.50624990463257,0,34.0616645812988,"3"
"39","1996_6_3554_51",-1.2005,46.0784,1996,9,"NURSE",0.005856,"Solea solea",8,13.6612021857923,-9.0600004196167,"6",4.16853713989258,160.272735595703,105.988754272461,1.67096400260925,104.630180358887,18.7258682250977,12.2303953170776,21.185941696167,32.9410820007324,2.46822929382324,0,33.9957313537598,"3"
"40","1996_6_3562_59",-1.1627,46.0779,1996,9,"NURSE",0.00594,"Solea solea",0,0,-6.30000019073486,"6",4.30306005477905,177.418029785156,106.498344421387,1.86416733264923,105.047088623047,18.992073059082,12.4979057312012,21.5548000335693,32.8518447875977,2.43020963668823,0,33.9297981262207,"2"
"41","1996_6_3560_57",-1.1452,46.0828,1996,9,"NURSE",0.005817,"Solea solea",2,3.43819838404676,-3.10249996185303,"6",4.30306005477905,177.418029785156,106.498344421387,1.86416733264923,105.047088623047,18.992073059082,12.4979057312012,21.5548000335693,32.8518447875977,2.43020963668823,0,33.9297981262207,"2"
"42","1996_6_3574_71",-1.2962,46.0442,1996,9,"NURSE",0.005658,"Solea solea",0,0,-14.7322225570679,"5",3.76900887489319,111.050277709961,104.295936584473,1.20035767555237,103.415542602539,17.7321929931641,11.2042741775513,19.9734058380127,33.2049102783203,2.64612579345703,0,34.2061347961426,"3"
"43","1996_6_3586_83",-1.274,46.0482,1996,9,"NURSE",0.006516,"Solea solea",0,0,-16.3555564880371,"5",3.8342456817627,118.515670776367,104.632743835449,1.24245083332062,103.605934143066,17.9628200531006,11.4498167037964,20.2108058929443,33.1622352600098,2.59519791603088,0,34.1668663024902,"3"
"44","1996_5_3545_11",-1.263,46.0627,1996,9,"NURSE",0.006231,"Solea solea",32,51.3561226127427,-15.8066663742065,"4",3.89948344230652,125.98127746582,104.969543457031,1.28454780578613,103.796333312988,18.1934471130371,11.6953592300415,20.4482097625732,33.119556427002,2.54427194595337,0,34.1276016235352,"3"
"45","1996_6_3587_84",-1.2103,46.0603,1996,9,"NURSE",0.005751,"Solea solea",36,62.5978090766823,-11.9633331298828,"6",4.00160837173462,142.397796630859,105.411926269531,1.48085689544678,104.149261474609,18.4649658203125,11.9429988861084,20.8075866699219,33.0328636169434,2.56414079666138,0,34.0775566101074,"3"
"46","1996_6_3588_85",-1.2035,46.0477,1996,9,"NURSE",0.006678,"Solea solea",49,73.3752620545073,-8.26444435119629,"6",4.1037335395813,158.814315795898,105.854301452637,1.67716598510742,104.50218963623,18.7364864349365,12.1906385421753,21.1669654846191,32.9461708068848,2.58400964736938,0,34.0275115966797,"3"
"47","1996_6_3564_61",-1.1785,46.0632,1996,9,"NURSE",0.005133,"Solea solea",27,52.6008182349503,-6.5533332824707,"6",4.20585536956787,175.230407714844,106.296669006348,1.87347030639648,104.855102539062,19.007999420166,12.4382724761963,21.5263328552246,32.8594779968262,2.60387873649597,0,33.977466583252,"2"
"48","1996_6_3559_56",-1.1291,46.0647,1996,9,"NURSE",0.006066,"Solea solea",2,3.29706561160567,-3.76444435119629,"6",4.18965482711792,174.865814208984,106.263061523438,1.87502074241638,104.823104858398,19.0106544494629,12.4283332824707,21.5215892791748,32.8607482910156,2.63282346725464,0,33.9854125976562,"2"
"49","1996_6_3573_70",-1.279,46.0195,1996,9,"NURSE",0.005565,"Solea solea",2,3.59389038634322,-8.22000026702881,"6",3.8342456817627,118.515670776367,104.632743835449,1.24245083332062,103.605934143066,17.9628200531006,11.4498167037964,20.2108058929443,33.1622352600098,2.59519791603088,0,34.1668663024902,"3"
"50","1996_6_3572_69",-1.2608,46.0168,1996,9,"NURSE",0.005853,"Solea solea",0,0,-8.45333290100098,"5",3.8994824886322,125.981262207031,104.969543457031,1.28454792499542,103.796333312988,18.1934471130371,11.6953592300415,20.4482097625732,33.119556427002,2.54427337646484,0,34.1276016235352,"3"
"51","1996_5_3547_13",-1.215,46.0371,1996,9,"NURSE",0.004608,"Solea solea",7,15.1909722222222,-12.1199998855591,"6",3.9692063331604,141.668579101562,105.344696044922,1.48395788669586,104.085266113281,18.4702758789062,11.9231214523315,20.7980976104736,33.0354080200195,2.62203168869019,0,34.0934448242188,"3"
"52","1996_5_3548_14",-1.2026,46.0216,1996,9,"NURSE",0.005046,"Solea solea",8,15.85414189457,-8.26839160919189,"6",4.03892993927002,157.355880737305,105.719856262207,1.68336796760559,104.374198913574,18.7471046447754,12.1508827209473,21.1479873657227,32.9512557983398,2.69979023933411,0,34.0592880249023,"2"
"53","1996_6_3589_86",-1.1602,46.0381,1996,9,"NURSE",0.006363,"Solea solea",44,69.1497721200692,-4.38112115859985,"6",4.10865259170532,173.042816162109,106.095001220703,1.88277304172516,104.663124084473,19.0239276885986,12.3786392211914,21.4978675842285,32.8671073913574,2.77754592895508,0,34.0251350402832,"2"
"54","1996_6_3555_52",-1.1462,46.026,1996,9,"NURSE",0.005694,"Solea solea",5,8.78117316473481,-3.59198236465454,"6",4.12485313415527,173.407409667969,106.128608703613,1.88122260570526,104.695121765137,19.0212726593018,12.388578414917,21.5026111602783,32.865837097168,2.74860119819641,0,34.0171890258789,"2"
"55","1996_6_3571_68",-1.2228,45.9877,1996,9,"NURSE",0.002019,"Solea solea",0,0,-7.63499975204468,"5",3.9368040561676,140.939346313477,105.277473449707,1.48705899715424,104.021270751953,18.4755840301514,11.9032430648804,20.7886085510254,33.0379524230957,2.67992258071899,0,34.1093368530273,"2"
"56","1996_5_3552_18",-1.1993,46.0095,1996,9,"NURSE",0.005676,"Solea solea",11,19.3798449612403,-9.40647029876709,"6",3.97412657737732,155.8974609375,105.585403442383,1.68957006931305,104.246208190918,18.7577228546143,12.1111268997192,21.1290092468262,32.9563446044922,2.81557059288025,0,34.0910682678223,"2"
"57","1996_5_3549_15",-1.1772,46.0003,1996,9,"NURSE",0.005592,"Solea solea",9,16.0944206008584,-4.73850250244141,"6",4.01144933700562,170.855224609375,105.893325805664,1.89207589626312,104.471138000488,19.0398540496826,12.3190069198608,21.4694004058838,32.8747406005859,2.95121288299561,0,34.0728034973145,"2"
"58","1996_6_3561_58",-1.1495,45.9938,1996,9,"NURSE",0.005844,"Solea solea",4,6.84462696783025,-1.77303028106689,"6",4.06005096435547,171.949020385742,105.994163513184,1.88742446899414,104.56713104248,19.0318908691406,12.3488235473633,21.4836349487305,32.8709259033203,2.8643786907196,0,34.0489692687988,"2"
"59","1996_5_3550_16",-1.1789,45.972,1996,9,"NURSE",0.006132,"Solea solea",4,6.52315720808871,-5.09999990463257,"6",4.01144790649414,170.855194091797,105.893325805664,1.89207601547241,104.471138000488,19.0398540496826,12.3190059661865,21.4694004058838,32.8747406005859,2.95121502876282,0,34.0728034973145,"1"
"60","1996_6_3570_67",-1.1939,45.9532,1996,9,"NURSE",0.006687,"Solea solea",1,1.49543891132047,-4,"6",4.00632524490356,173.918716430664,105.237602233887,2.04896879196167,103.864738464355,19.2202568054199,12.3925704956055,21.6732997894287,32.5032691955566,3.65159130096436,0,33.9243507385254,"1"
"61","1996_5_3551_17",-1.1752,45.953,1996,9,"NURSE",0.006579,"Solea solea",2,3.03997568019456,-4.86999988555908,"6",4.00632524490356,173.918716430664,105.237602233887,2.04896879196167,103.864738464355,19.2202568054199,12.3925704956055,21.6732997894287,32.5032691955566,3.65159130096436,0,33.9243545532227,"1"
"62","1996_6_3568_65",-1.1572,45.929,1996,9,"NURSE",0.005673,"Solea solea",1,1.76273576590869,-2.41000008583069,"6",4.00120210647583,176.982238769531,104.581878662109,2.20586133003235,103.258338928223,19.4006576538086,12.4661350250244,21.8771991729736,32.1317977905273,4.35196733474731,0,33.7759017944336,"1"
"63","1996_2_3593_7",-1.3282,45.6033,1996,9,"NURSE",0.005022,"Solea solea",1,1.99123855037833,-12.7700004577637,"6",2.52664875984192,85.1275863647461,102.610946655273,2.23008465766907,101.003913879395,14.882776260376,5.46228933334351,15.7877502441406,34.2822914123535,1.65705943107605,0,34.901668548584,"3"
"64","1996_2_3592_6",-1.3,45.584,1996,9,"NURSE",0.004818,"Solea solea",0,0,-13.3599996566772,"5",2.29982089996338,81.2651977539062,103.048904418945,2.05092620849609,101.523078918457,15.1532258987427,5.53587293624878,16.2000198364258,34.308952331543,1.68463897705078,0,34.9048004150391,"3"
"65","1996_3_3623_29",-1.2173,45.6554,1996,10,"NURSE",0.004488,"Solea solea",3,6.68449197860963,-12.0901775360107,"5",3.19377541542053,115.348472595215,104.358207702637,2.44922018051147,102.552040100098,16.23264503479,8.25172424316406,18.1416873931885,33.0407905578613,3.31400775909424,0,34.1801223754883,"3"
"66","1996_3_3621_27",-1.1877,45.667,1996,10,"NURSE",0.004629,"Solea solea",37,79.9308705984014,-11.3667917251587,"5",3.21111154556274,126.568054199219,105.121315002441,2.37138390541077,103.38143157959,17.2225914001465,8.97056102752686,19.2779521942139,32.8108444213867,3.61086583137512,0,34.0643844604492,"3"
"67","1996_3_3619_25",-1.1293,45.619,1996,10,"NURSE",0.003315,"Solea solea",3,9.04977375565611,-6.84333324432373,"4",3.84059619903564,136.476593017578,106.072059631348,2.48452949523926,104.025680541992,17.2113189697266,8.91470813751221,19.2920722961426,32.2634773254395,3.97373628616333,0,33.5965232849121,"3"
"68","1996_3_3618_24",-1.0738,45.6248,1996,10,"NURSE",0.004479,"Solea solea",4,8.93056485822728,-15.7266674041748,"5",4.91256809234619,158.83332824707,106.343864440918,2.54582381248474,104.121017456055,17.5722026824951,9.47566604614258,19.690601348877,31.2797164916992,4.6301851272583,0,32.8196029663086,"3"
"70","1996_3_3617_23",-0.8872,45.5167,1996,10,"NURSE",0.004338,"Solea solea",2,4.61041954817888,-7.00215291976929,"5",12.1290159225464,30.8060111999512,108.024337768555,3.8701479434967,105.124382019043,19.5840663909912,11.6162776947021,22.0276012420654,17.4355850219727,17.9632244110107,1,20.8266010284424,"1"
"71","1996_3_3610_16",-0.9405,45.5046,1996,10,"NURSE",0.004839,"Solea solea",0,0,-7.65000009536743,"5",12.1290159225464,30.8060111999512,108.024337768555,3.8701479434967,105.124382019043,19.5840663909912,11.6162776947021,22.0276012420654,17.4355850219727,17.9632244110107,1,20.8266010284424,"1"
"72","1996_3_3596_2",-0.9198,45.5056,1996,10,"NURSE",0.005802,"Solea solea",2,3.44708721130645,-6.07999992370605,"5",12.1290159225464,30.8060111999512,108.024337768555,3.8701479434967,105.124382019043,19.5840663909912,11.6162776947021,22.0276012420654,17.4355850219727,17.9632244110107,1,20.8266010284424,"1"
"74","1996_3_3613_19",-0.9283,45.4683,1996,10,"NURSE",0.003936,"Solea solea",0,0,-6.30000019073486,"5",12.129054069519,30.8063068389893,108.024391174316,3.8701593875885,105.124420166016,19.5840797424316,11.6162843704224,22.0276165008545,17.4354801177979,17.9634552001953,1.00103664398193,20.8264942169189,"1"
"75","1996_3_3597_3",-0.8932,45.4702,1996,10,"NURSE",0.004959,"Solea solea",0,0,-3.89111113548279,"5",13.6282892227173,42.4064903259277,110.153793334961,4.32347106933594,106.62264251709,20.0795497894287,11.8634033203125,22.5951480865479,13.3468465805054,27.0398750305176,41.6677055358887,16.6309604644775,"1"
